Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	cutadapt_version	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	se_sense	se_antisense	failed	pe_sense	pe_antisense
SRX16159633	1896202.0	347058.0	61454.0	1450913.0	0.0	0.0	0.0	0.0	116.0	0.0	0.0	0.0	0.0	16838.0	19693.0	130.0	18.30279685392168	1896202.0	445289.0	23.48	1450913.0	76.52	SRX16159633_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1896202.0	0.0	20-54	35.0	68.4595504538747	53.41680896866473	pass	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass	2.6	1989887	97411	1989887	119393220	210010	114010373	4.508503079153071			0.471	0.3107	0.2183
SRX16159634	4643329.0	1026041.0	71731.0	3434752.0	0.0	0.0	0.0	0.0	387.0	0.0	0.0	0.0	0.0	42229.0	67710.0	479.0	22.097098870228667	4643329.0	1208577.0	26.03	3434752.0	73.97	SRX16159634_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4643329.0	0.0	20-60	35.0	52.465452652727016	59.92158427714254	pass	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass	2.6	4878551	1922502	4878551	263441754	10549752	250247757	5.008316563212679			0.4634	0.2827	0.2539
SRX16159635	3207446.0	1266108.0	146235.0	1658921.0	0.0	0.0	0.0	0.0	595.0	0.0	0.0	0.0	0.0	56937.0	78083.0	567.0	39.47402388068264	3207446.0	1548525.0	48.28	1658921.0	51.72	SRX16159635_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3207446.0	0.0	20-60	37.0	63.152987498130905	58.94486111379584	pass	pass	fail	pass	fail	pass	pass	warn	warn	pass	pass	2.6	3485600	1330742	3485600	188222400	12279126	173635227	7.749966528957233			0.4627	0.2966	0.2407
SRX16159636	11155887.0	2103113.0	339372.0	8465022.0	0.0	0.0	0.0	0.0	1366.0	0.0	0.0	0.0	0.0	108799.0	137382.0	833.0	18.852046457623675	11155887.0	2690865.0	24.12	8465022.0	75.88	SRX16159636_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11155887.0	0.0	20-60	36.0	36.73058212385224	59.93974472850075	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass	2.6	11803257	652830	11803257	708195420	962477	670941369	5.260419645187764					
SRX16159637	4247620.0	539153.0	98646.0	3553500.0	0.0	0.0	0.0	0.0	453.0	0.0	0.0	0.0	0.0	26302.0	29335.0	231.0	12.693061055367478	4247620.0	694120.0	16.34	3553500.0	83.66	SRX16159637_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4247620.0	0.0	20-60	36.0	54.89699611711304	59.94390953051356	pass	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass	2.6	4527372	1724277	4527372	244478088	12476328	229136823	6.275108385173563			0.4702	0.2943	0.2355
SRX1648205	5664918.0	2707682.0	72870.0	2582331.0	0.0	0.0	0.0	0.0	1964.0	0.0	0.0	0.0	0.0	101171.0	197898.0	1002.0	47.797373236470506	5664918.0	3082587.0	54.42	2582331.0	45.58	SRX1648205_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5664918.0	0.0	20-54	34.0	54.96914095778023	53.375661571800336	pass	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass	2.6	5864744	2250264	5864744	316696176	9747583	304122891	3.970141085631549			0.4714	0.2762	0.2524
SRX1648206	4840964.0	1869824.0	102220.0	2667837.0	0.0	0.0	0.0	0.0	759.0	0.0	0.0	0.0	0.0	71022.0	128529.0	773.0	38.625034187405646	4840964.0	2173127.0	44.89	2667837.0	55.11	SRX1648206_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4840964.0	0.0	20-60	34.0	58.61744617469299	58.931303351977	pass	pass	fail	pass	fail	pass	pass	warn	warn	pass	pass	2.6	4940797	4905411	4940797	296447820	429638	286435853	3.377311730610803			0.4601	0.2863	0.2536
SRX1648207	8696414.0	4978363.0	207996.0	2988791.0	0.0	0.0	0.0	0.0	2278.0	0.0	0.0	0.0	0.0	189140.0	327414.0	2432.0	57.24615916399565	8696414.0	5707623.0	65.63	2988791.0	34.37	SRX1648207_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8696414.0	0.0	20-54	34.0	49.51400292653396	53.39880829040568	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass	2.6	8896832	8806026	8896832	533809920	1140484	505364619	5.328732182421788			0.4591	0.2851	0.2557
SRX1648208	7049833.0	1501537.0	148661.0	5235151.0	0.0	0.0	0.0	0.0	802.0	0.0	0.0	0.0	0.0	61539.0	101473.0	670.0	21.29890169029536	7049833.0	1814682.0	25.74	5235151.0	74.26	SRX1648208_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7049833.0	0.0	20-54	35.0	49.8102154632722	53.36344648164006	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass	2.6	7298098	259280	7298098	437885880	586179	424114620	3.144942696028472			0.4614	0.2998	0.2387
SRX1648209	4085812.0	698388.0	46102.0	3274428.0	0.0	0.0	0.0	0.0	404.0	0.0	0.0	0.0	0.0	24955.0	39503.0	2032.0	17.093003789699576	4085812.0	811384.0	19.86	3274428.0	80.14	SRX1648209_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4085812.0	0.0	20-60	37.0	61.09976691454092	59.42620732427238	pass	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass	2.6	4217440	330718	4217440	253046400	2659805	244112713	3.530454098536869			0.465	0.2967	0.2383
SRX1648210	5990705.0	2614798.0	93347.0	2998750.0	0.0	0.0	0.0	0.0	1218.0	0.0	0.0	0.0	0.0	93934.0	186968.0	1690.0	43.64758404895584	5990705.0	2991955.0	49.94	2998750.0	50.06	SRX1648210_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5990705.0	0.0	20-54	34.0	58.90697292667212	53.39073531412413	pass	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass	2.6	6093931	6004860	6093931	365635860	1067309	353828057	3.2293886600728934			0.4603	0.2818	0.2579
SRX1648211	1226571.0	277400.0	21246.0	898356.0	0.0	0.0	0.0	0.0	102.0	0.0	0.0	0.0	0.0	11518.0	17815.0	134.0	22.61589422870751	1226571.0	328215.0	26.76	898356.0	73.24	SRX1648211_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1226571.0	0.0	20-60	36.0	76.77221952043604	59.92494767934347	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass	2.6	1500955	274196	1500955	90057300	270987	73879879	17.963475476169062			0.4649	0.2823	0.2528
SRX1648212	1828958.0	335062.0	58944.0	1399530.0	0.0	0.0	0.0	0.0	92.0	0.0	0.0	0.0	0.0	16315.0	18857.0	158.0	18.31983019839712	1828958.0	429428.0	23.48	1399530.0	76.52	SRX1648212_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1828958.0	0.0	20-54	35.0	70.84992859607695	53.31090817831793	pass	pass	fail	pass	fail	pass	pass	warn	pass	pass	pass	2.6	1925541	749728	1925541	103979214	4509797	98344067	5.419493746125067			0.4707	0.3118	0.2176
SRX17761060	4470531.0	988093.0	69497.0	3306553.0	0.0	0.0	0.0	0.0	363.0	0.0	0.0	0.0	0.0	40739.0	64852.0	434.0	22.10236323157137	4470531.0	1163978.0	26.04	3306553.0	73.96	SRX17761060_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4470531.0	0.0	20-54	34.0	55.48292204278924	53.32528820401872	pass	pass	fail	pass	fail	pass	pass	warn	warn	pass	pass	2.6	4712531	1861942	4712531	254476674	11208074	240580284	5.460771622628171			0.4622	0.2846	0.2532
SRX17761061	3087905.0	1217625.0	140493.0	1598569.0	0.0	0.0	0.0	0.0	496.0	0.0	0.0	0.0	0.0	54760.0	75404.0	558.0	39.432074497110506	3087905.0	1489336.0	48.23	1598569.0	51.77	SRX17761061_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3087905.0	0.0	20-60	37.0	64.24847951977748	58.9306983213538	pass	pass	fail	pass	fail	pass	pass	warn	warn	pass	pass	2.6	3374394	1299946	3374394	182217276	12680508	166922768	8.393555394824363			0.4615	0.2928	0.2458
SRX17761062	10750970.0	2024321.0	326622.0	8159864.0	0.0	0.0	0.0	0.0	1354.0	0.0	0.0	0.0	0.0	104990.0	133030.0	789.0	18.829194016911963	10750970.0	2591106.0	24.1	8159864.0	75.9	SRX17761062_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10750970.0	0.0	20-54	35.0	41.28312614520664	53.31894275586296	pass	pass	fail	pass	fail	pass	pass	warn	fail	pass	pass	2.6	11416584	670242	11416584	684995040	1128770	646780710	5.578774701784703			0.4671	0.3067	0.2262
SRX17761063	4093659.0	520862.0	96039.0	3422831.0	0.0	0.0	0.0	0.0	424.0	0.0	0.0	0.0	0.0	24805.0	28428.0	270.0	12.723629398540522	4093659.0	670828.0	16.39	3422831.0	83.61	SRX17761063_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4093659.0	0.0	20-60	36.0	55.8416241485029	59.92922566339795	pass	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass	2.6	4383423	1680923	4383423	236704842	12968508	220525841	6.835095075917375			0.4689	0.2965	0.2346
SRX17761064	5637754.0	2692481.0	72919.0	2572255.0	0.0	0.0	0.0	0.0	2068.0	0.0	0.0	0.0	0.0	100137.0	196923.0	971.0	47.75804336265825	5637754.0	3065499.0	54.37	2572255.0	45.63	SRX17761064_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5637754.0	0.0	20-60	35.0	54.134259333839694	54.97761218385903	pass	pass	fail	pass	fail	pass	pass	warn	warn	pass	pass	2.6	5836215	2242360	5836215	315155610	9650150	302692831	3.954484262552077			0.4693	0.2777	0.253
SRX17761065	4817285.0	1859101.0	102306.0	2655592.0	0.0	0.0	0.0	0.0	784.0	0.0	0.0	0.0	0.0	70581.0	128126.0	795.0	38.59229835893039	4817285.0	2161693.0	44.87	2655592.0	55.13	SRX17761065_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4817285.0	0.0	20-60	34.0	58.6338096259478	58.93396633165777	pass	pass	fail	pass	fail	pass	pass	warn	warn	pass	pass	2.6	4916286	4882159	4916286	294977160	411932	285040036	3.3687774334799343			0.4612	0.286	0.2528
SRX17761066	8650428.0	4950896.0	207366.0	2975315.0	0.0	0.0	0.0	0.0	2271.0	0.0	0.0	0.0	0.0	188058.0	324196.0	2326.0	57.23296003388503	8650428.0	5675113.0	65.6	2975315.0	34.4	SRX17761066_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8650428.0	0.0	20-54	34.0	49.79666094258325	53.40254875250103	pass	pass	fail	pass	fail	pass	pass	warn	fail	pass	pass	2.6	8847383	3361980	8847383	477758682	9810214	463741082	2.9340335462496108			0.4579	0.2841	0.258
SRX17761067	7016109.0	1493442.0	148000.0	5211121.0	0.0	0.0	0.0	0.0	850.0	0.0	0.0	0.0	0.0	60956.0	101101.0	639.0	21.28590077491669	7016109.0	1804988.0	25.73	5211121.0	74.27	SRX17761067_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7016109.0	0.0	20-60	34.0	48.12238498101514	59.93057448223794	pass	pass	fail	pass	fail	pass	pass	warn	fail	pass	pass	2.6	7261498	2776119	7261498	392120892	11896785	376731822	3.9245728330129377			0.4621	0.2995	0.2385
SRX17761068	4079609.0	687950.0	45821.0	3280205.0	0.0	0.0	0.0	0.0	408.0	0.0	0.0	0.0	0.0	24388.0	38859.0	1978.0	16.86313565834373	4079609.0	799404.0	19.6	3280205.0	80.4	SRX17761068_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4079609.0	0.0	20-54	34.0	59.47773229153326	53.33098907272731	pass	pass	fail	pass	fail	pass	pass	warn	warn	pass	pass	2.6	4209828	1591572	4209828	227330712	6511254	218819433	3.744007540872876			0.463	0.2994	0.2376
SRX17761069	5960350.0	2598646.0	93649.0	2987161.0	0.0	0.0	0.0	0.0	1198.0	0.0	0.0	0.0	0.0	93928.0	184092.0	1676.0	43.59888261595376	5960350.0	2973189.0	49.88	2987161.0	50.12	SRX17761069_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5960350.0	0.0	20-60	34.0	58.43687035675228	58.85427013514307	pass	pass	fail	pass	fail	pass	pass	warn	warn	pass	pass	2.6	6061955	2319616	6061955	327345570	5283253	319157237	2.501433882242549			0.4654	0.2752	0.2594
SRX17761070	3174554.0	695629.0	10858.0	2392143.0	0.0	0.0	0.0	0.0	317.0	0.0	0.0	0.0	0.0	23760.0	50469.0	1378.0	21.91265292699384	3174554.0	782411.0	24.65	2392143.0	75.35	SRX17761070_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3174554.0	0.0	20-60	35.0	69.54118150371721	59.58155696831744	pass	pass	fail	pass	fail	pass	pass	warn	warn	pass	pass	2.6	3284621	1247802	3284621	177369534	5276213	170530710	3.855692601639242			0.4608	0.2788	0.2604
SRX17761071	5899777.0	1300434.0	109984.0	4348814.0	0.0	0.0	0.0	0.0	392.0	0.0	0.0	0.0	0.0	54487.0	82566.0	3100.0	22.04208735347116	5899777.0	1550963.0	26.29	4348814.0	73.71	SRX17761071_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5899777.0	0.0	20-60	36.0	62.47179989578843	59.5409002747053	pass	pass	fail	pass	fail	pass	pass	warn	warn	pass	pass	2.6	6022687	235934	6022687	361361220	2820527	352868009	2.3503382571046223			0.4589	0.301	0.24
SRX17761072	4004092.0	1259960.0	19731.0	2581964.0	0.0	0.0	0.0	0.0	467.0	0.0	0.0	0.0	0.0	47359.0	92619.0	1992.0	31.46680945392863	4004092.0	1422128.0	35.52	2581964.0	64.48	SRX17761072_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4004092.0	0.0	20-60	35.0	73.93249683718052	59.55673171345713	pass	pass	fail	pass	fail	pass	pass	warn	pass	pass	pass	2.6	4061691	1546692	4061691	219331314	3215725	214179452	2.348894877819407			0.4605	0.2763	0.2632
SRX17761073	4718391.0	2083218.0	46621.0	2366596.0	0.0	0.0	0.0	0.0	1569.0	0.0	0.0	0.0	0.0	69555.0	148676.0	2156.0	44.15102521177241	4718391.0	2351795.0	49.84	2366596.0	50.16	SRX17761073_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4718391.0	0.0	20-60	36.0	70.00350952187236	58.72543797239356	pass	pass	fail	pass	fail	pass	pass	warn	pass	pass	pass	2.6	4790708	1817400	4790708	258698232	4136277	252283332	2.4796845151999336			0.4618	0.2809	0.2573
SRX17761074	6444234.0	1692262.0	37620.0	4533263.0	0.0	0.0	0.0	0.0	1003.0	0.0	0.0	0.0	0.0	58872.0	117602.0	3612.0	26.2600954589793	6444234.0	1910971.0	29.65	4533263.0	70.35	SRX17761074_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6444234.0	0.0	20-60	35.0	63.78121215024465	59.49734987897708	pass	pass	fail	pass	fail	pass	pass	warn	warn	pass	pass	2.6	6544877	2479549	6544877	353423358	5655526	344656664	2.480507810692014			0.462	0.2866	0.2514
SRX17761075	3051768.0	467868.0	54808.0	2479603.0	0.0	0.0	0.0	0.0	268.0	0.0	0.0	0.0	0.0	20996.0	27182.0	1043.0	15.331047445284176	3051768.0	572165.0	18.75	2479603.0	81.25	SRX17761075_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3051768.0	0.0	20-54	34.0	69.09208802755509	53.268109502426135	pass	pass	fail	pass	fail	pass	pass	warn	warn	pass	pass	2.6	3111781	104164	3111781	186706860	1189846	183045999	1.9607533435032864			0.4643	0.2942	0.2415
SRX17761076	3436811.0	2082403.0	29736.0	1098294.0	0.0	0.0	0.0	0.0	1350.0	0.0	0.0	0.0	0.0	69176.0	153782.0	2070.0	60.59114103161332	3436811.0	2338517.0	68.04	1098294.0	31.96	SRX17761076_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3436811.0	0.0	20-54	34.0	77.03391537855016	53.304951887083696	pass	pass	fail	pass	fail	pass	pass	warn	pass	pass	pass	2.6	3480793	1324133	3480793	187962822	2647442	183656332	2.29113925518739			0.4667	0.2793	0.254
SRX17761077	2786590.0	1200859.0	42525.0	1417559.0	0.0	0.0	0.0	0.0	457.0	0.0	0.0	0.0	0.0	43805.0	80059.0	1326.0	43.09421192209834	2786590.0	1369031.0	49.13	1417559.0	50.87	SRX17761077_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2786590.0	0.0	20-54	34.0	78.26904612042806	53.32116421863281	pass	pass	fail	pass	fail	pass	pass	warn	pass	pass	pass	2.6	2838027	2748837	2838027	170281620	1076335	164263376	3.5342886683835872			0.4603	0.2838	0.2559
SRX17761078	1008264.0	112364.0	215.0	622552.0	0.0	0.0	0.0	0.0	244837.0	0.0	0.0	0.0	0.0	8685.0	11742.0	7869.0	11.144303476073729	1008264.0	385712.0	38.26	622552.0	61.74	SRX17761078_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1008264.0	0.0	20-76	38.0	59.27222285544374	73.95193917466061	pass	pass		pass	fail	fail	pass	warn	warn	fail	pass	2.6	1012014	201267	1012014	76370483	1293416	74844771	1.997777073113444			0.5236	0.4246	0.0518
SRX17761079	804926.0	92598.0	85.0	485406.0	0.0	0.0	0.0	0.0	197116.0	0.0	0.0	0.0	0.0	11810.0	14169.0	3742.0	11.503914645569903	804926.0	319520.0	39.7	485406.0	60.3	SRX17761079_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	804926.0	0.0	23-76	33.0	22.434319624702887	74.72503062393314	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	808089	108394	808089	61036817	462272	60446560	0.9670507556119776			0.4796	0.4305	0.0899
SRX17761080	1265411.0	123117.0	118.0	792500.0	0.0	0.0	0.0	0.0	315895.0	0.0	0.0	0.0	0.0	2051.0	24036.0	7694.0	9.72940807374047	1265411.0	472911.0	37.37	792500.0	62.63	SRX17761080_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1265411.0	0.0	20-76	36.0	65.53102635724156	74.40206225487213	pass	pass		pass	fail	pass	pass	warn	warn	fail	pass	2.6	1269919	315208	1269919	95659527	361197	94914160	0.7791874195656434			0.4723	0.4963	0.0314
SRX17761081	2623997.0	207233.0	131.0	1723404.0	0.0	0.0	0.0	0.0	524770.0	0.0	0.0	0.0	0.0	4873.0	154912.0	8674.0	7.897608114643424	2623997.0	900593.0	34.32	1723404.0	65.68	SRX17761081_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2623997.0	0.0	20-76	35.0	50.32104715992883	74.52039617423343	pass	pass		pass	fail	warn	pass	warn	warn	warn	pass	2.6	2633713	385651	2633713	198853882	2090094	196316000	1.276254692377592			0.434	0.4597	0.1063
SRX17761082	1333232.0	167757.0	312.0	927004.0	0.0	0.0	0.0	0.0	208193.0	0.0	0.0	0.0	0.0	4861.0	15201.0	9904.0	12.582731287577856	1333232.0	406228.0	30.47	927004.0	69.53	SRX17761082_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1333232.0	0.0	20-76	36.0	61.42390609433708	74.3881935027062	pass	pass		pass	fail	pass	pass	warn	warn	fail	pass	2.6	1338127	335936	1338127	100840957	425093	100008987	0.8250318370143988			0.4945	0.4706	0.0349
SRX17761083	2666999.0	299659.0	450.0	1834157.0	0.0	0.0	0.0	0.0	467756.0	0.0	0.0	0.0	0.0	13233.0	40939.0	10805.0	11.235812236899976	2666999.0	832842.0	31.23	1834157.0	68.77	SRX17761083_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2666999.0	0.0	20-76	30.0	13.291049342068709	74.99139294765389	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	2676100	414876	2676100	202121411	1268012	200388875	0.8571758882090923			0.4567	0.48	0.0633
SRX17761084	820793.0	100145.0	101.0	492673.0	0.0	0.0	0.0	0.0	201987.0	0.0	0.0	0.0	0.0	8759.0	10376.0	6752.0	12.201005612864632	820793.0	328120.0	39.98	492673.0	60.02	SRX17761084_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	820793.0	0.0	20-76	38.0	68.10338402848306	74.0255801401815	pass	pass		pass	fail	fail	pass	warn	warn	fail	pass	2.6	823500	219552	823500	62055805	367367	61426046	1.0148268965328868			0.5093	0.4325	0.0581
SRX17761085	853338.0	100507.0	79.0	480370.0	0.0	0.0	0.0	0.0	239833.0	0.0	0.0	0.0	0.0	12727.0	15517.0	4305.0	11.778099651017532	853338.0	372968.0	43.71	480370.0	56.29	SRX17761085_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	853338.0	0.0	21-76	33.0	23.190987535282403	74.81899786485543	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	856395	173142	856395	64549961	52396	64261341	0.447126528860335			0.4823	0.4264	0.0913
SRX17761086	5259865.0	4197040.0	6199.0	229911.0	0.0	0.0	0.0	0.0	6873.0	0.0	0.0	0.0	0.0	644060.0	146703.0	29079.0	79.79368291771746	5259865.0	5029954.0	95.63	229911.0	4.37	SRX17761086_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5259865.0	0.0	20-76	39.0	19.75297880334629	74.56615597548607	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	5262325	2145440	5262325	397775673	190562	394656366	0.7841874734255053			0.4267	0.0461	0.5272
SRX17761087	6390159.0	5230972.0	2896.0	287987.0	0.0	0.0	0.0	0.0	18039.0	0.0	0.0	0.0	0.0	594757.0	193681.0	61827.0	81.85980974808295	6390159.0	6102172.0	95.49	287987.0	4.51	SRX17761087_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6390159.0	0.0	20-76	37.0	20.79047062965001	74.89078221684312	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	6392765	698196	6392765	483320416	232053	482288457	0.2135144649052027			0.4537	0.0397	0.5066
SRX17761088	4183394.0	3290959.0	42384.0	193534.0	0.0	0.0	0.0	0.0	15064.0	0.0	0.0	0.0	0.0	410692.0	181135.0	49626.0	78.66720179834842	4183394.0	3989860.0	95.37	193534.0	4.63	SRX17761088_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4183394.0	0.0	20-76	37.0	20.483467992805224	75.20698361187112	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	4184429	474718	4184429	316319575	170083	315608217	0.224885861078942			0.4395	0.0506	0.5099
SRX17761089	4865323.0	4028985.0	2084.0	192060.0	0.0	0.0	0.0	0.0	11081.0	0.0	0.0	0.0	0.0	415484.0	167160.0	48469.0	82.81022657694052	4865323.0	4673263.0	96.05	192060.0	3.95	SRX17761089_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4865323.0	0.0	20-76	37.0	21.19115076082703	75.23163415871875	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	4866789	543113	4866789	367934616	149658	367163937	0.2094608570344465			0.4442	0.0387	0.5171
SRX17761090	7045689.0	5679992.0	4327.0	437945.0	0.0	0.0	0.0	0.0	22671.0	0.0	0.0	0.0	0.0	595456.0	238230.0	67068.0	80.6165585792958	7045689.0	6607744.0	93.78	437945.0	6.22	SRX17761090_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7045689.0	0.0	20-76	35.0	22.69373136036087	74.87321310946311	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	7048216	804185	7048216	532864668	239081	531708642	0.2169455153292318			0.4396	0.0436	0.5168
SRX17761091	5442669.0	4295201.0	10319.0	298313.0	0.0	0.0	0.0	0.0	8239.0	0.0	0.0	0.0	0.0	633708.0	165396.0	31493.0	78.91718199287887	5442669.0	5144356.0	94.52	298313.0	5.48	SRX17761091_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5442669.0	0.0	20-76	36.0	23.029199341576984	74.48171329176917	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	5445146	2142281	5445146	411637312	185030	408508770	0.7600239115350165			0.4462	0.0488	0.505
SRX17761092	7702947.0	6364947.0	3886.0	296594.0	0.0	0.0	0.0	0.0	18265.0	0.0	0.0	0.0	0.0	717484.0	231190.0	70581.0	82.63002458669389	7702947.0	7406353.0	96.15	296594.0	3.85	SRX17761092_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7702947.0	0.0	20-76	37.0	17.16889209603891	75.23389346960326	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	7705340	1446509	7705340	581286114	644279	578840964	0.420644832400039			0.4452	0.0407	0.5142
SRX17761093	5917126.0	4770650.0	6840.0	248278.0	0.0	0.0	0.0	0.0	9717.0	0.0	0.0	0.0	0.0	664972.0	181966.0	34703.0	80.62444504308341	5917126.0	5668848.0	95.8	248278.0	4.2	SRX17761093_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5917126.0	0.0	20-76	38.0	19.565921686792333	74.59404007959269	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	5919454	2346792	5919454	447515077	186038	444115559	0.7596432332044089			0.4312	0.0438	0.5249
SRX17761094	12534420.0	9228379.0	644.0	1697693.0	0.0	0.0	0.0	0.0	156918.0	0.0	0.0	0.0	0.0	884984.0	520651.0	45151.0	73.62430012716983	12534420.0	10836727.0	86.46	1697693.0	13.54	SRX17761094_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12534420.0	0.0	20-125	33.0	25.228422033856663	122.74264321763592	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	12580914	4364330	12580914	1568792697	15826668	1545787029	1.466456852074446			0.458	0.4929	0.0491
SRX17761095	10635054.0	7446758.0	129544.0	1562988.0	0.0	0.0	0.0	0.0	76147.0	0.0	0.0	0.0	0.0	1011631.0	380757.0	27229.0	70.02087624566833	10635054.0	9072066.0	85.3	1562988.0	14.7	SRX17761095_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10635054.0	0.0	20-125	34.0	26.415154311523352	122.61172326910612	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	10688049	3839967	10688049	1331984488	15178463	1310458057	1.6161172441521705			0.4126	0.5162	0.0712
SRX17833718	11132645.0	8027745.0	70781.0	1728999.0	0.0	0.0	0.0	0.0	80786.0	0.0	0.0	0.0	0.0	768371.0	424729.0	31234.0	72.10995230693155	11132645.0	9403646.0	84.47	1728999.0	15.53	SRX17833718_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11132645.0	0.0	20-125	34.0	26.979514588506674	122.49864663788344	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	11203295	3954672	11203295	1394698708	17682315	1370446899	1.7388564899997023			0.4314	0.5154	0.0532
